                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    463,                0.43081,                0.36902,                 0.9041,                0.99011,                0.98015,                 0.9819,                0.95198,                0.29043,                0.24797,                0.84049,             7.2654e-05,             7.2654e-05,             7.2654e-05
                    464,                0.41365,                0.33792,                0.89038,                0.99293,                 0.9774,                0.98213,                0.95332,                0.29227,                0.25202,                0.84173,             7.1005e-05,             7.1005e-05,             7.1005e-05
                    465,                0.43839,                0.35638,                0.90651,                0.99349,                0.97532,                0.98215,                0.95197,                0.29171,                0.25299,                0.84184,             6.9356e-05,             6.9356e-05,             6.9356e-05
                    466,                0.44834,                0.36378,                0.90064,                0.99403,                0.97538,                0.98218,                0.95159,                0.29293,                0.25405,                0.84234,             6.7706e-05,             6.7706e-05,             6.7706e-05
                    467,                0.43863,                0.34828,                0.89596,                0.99494,                0.97559,                0.98218,                0.95236,                0.29209,                0.25254,                0.84249,             6.6057e-05,             6.6057e-05,             6.6057e-05
                    468,                0.45075,                0.35914,                0.89831,                0.99253,                0.97979,                0.98212,                 0.9515,                0.29074,                0.25119,                0.84179,             6.4408e-05,             6.4408e-05,             6.4408e-05
                    469,                0.43822,                0.34582,                 0.8974,                 0.9945,                0.97741,                0.98198,                0.95303,                0.29028,                0.25234,                0.84162,             6.2758e-05,             6.2758e-05,             6.2758e-05
                    470,                 0.4393,                0.34681,                0.89642,                0.99254,                 0.9796,                0.98196,                0.95185,                0.29049,                0.25105,                0.84172,             6.1109e-05,             6.1109e-05,             6.1109e-05
                    471,                0.43345,                0.35243,                0.88768,                0.99291,                0.97968,                0.98194,                0.95228,                0.28877,                0.24904,                 0.8411,              5.946e-05,              5.946e-05,              5.946e-05
                    472,                0.45259,                0.35709,                0.90397,                0.99347,                0.98003,                0.98188,                0.94955,                0.28948,                0.24791,                0.84004,              5.781e-05,              5.781e-05,              5.781e-05
                    473,                0.43567,                0.35234,                0.87449,                 0.9941,                0.97971,                0.98189,                0.94927,                0.29014,                0.24965,                0.84003,             5.6161e-05,             5.6161e-05,             5.6161e-05
                    474,                0.41867,                0.33285,                0.88019,                0.99407,                 0.9799,                0.98192,                0.94972,                0.28714,                0.24925,                0.83948,             5.4512e-05,             5.4512e-05,             5.4512e-05
                    475,                0.43867,                 0.3489,                0.88405,                0.99388,                0.97997,                0.98194,                 0.9537,                0.28523,                0.24724,                0.84017,             5.2862e-05,             5.2862e-05,             5.2862e-05
                    476,                0.42511,                0.34642,                0.90413,                0.99331,                0.98054,                0.98181,                0.95257,                 0.2874,                0.24664,                0.84096,             5.1213e-05,             5.1213e-05,             5.1213e-05
                    477,                0.45041,                0.35635,                0.90435,                0.99315,                0.98003,                0.98188,                0.95238,                0.28702,                 0.2461,                0.84076,             4.9564e-05,             4.9564e-05,             4.9564e-05
                    478,                 0.4527,                0.35757,                0.88805,                0.99286,                0.97939,                0.98194,                 0.9545,                0.28505,                0.24688,                0.84048,             4.7914e-05,             4.7914e-05,             4.7914e-05
                    479,                0.44422,                0.33945,                0.88404,                0.99289,                0.97961,                0.98197,                 0.9537,                0.28809,                 0.2494,                0.84185,             4.6265e-05,             4.6265e-05,             4.6265e-05
                    480,                0.42453,                0.33729,                0.88273,                0.99268,                0.97969,                0.98196,                0.95362,                0.28493,                0.24738,                0.84144,             4.4615e-05,             4.4615e-05,             4.4615e-05
                    481,                0.45739,                 0.3517,                 0.8985,                0.99254,                0.97958,                0.98199,                0.95406,                0.27963,                0.24528,                0.84077,             4.2966e-05,             4.2966e-05,             4.2966e-05
                    482,                0.44453,                0.34461,                0.87152,                0.99255,                0.97946,                0.98201,                0.95558,                0.28072,                0.24555,                0.84048,             4.1317e-05,             4.1317e-05,             4.1317e-05
                    483,                  0.443,                0.34104,                0.88069,                0.99302,                0.98031,                0.98206,                0.95512,                 0.2819,                 0.2456,                0.84003,             3.9667e-05,             3.9667e-05,             3.9667e-05
                    484,                0.42166,                0.33387,                0.88251,                0.99329,                0.97932,                0.98213,                0.95482,                 0.2838,                0.24612,                 0.8401,             3.8018e-05,             3.8018e-05,             3.8018e-05
                    485,                0.42895,                0.34736,                0.89503,                0.99331,                0.97948,                 0.9822,                0.95414,                0.28595,                0.24626,                0.84022,             3.6369e-05,             3.6369e-05,             3.6369e-05
                    486,                0.44772,                0.35525,                  0.895,                0.99307,                0.98036,                0.98224,                 0.9547,                0.28539,                0.24609,                0.83927,             3.4719e-05,             3.4719e-05,             3.4719e-05
                    487,                0.43296,                0.34665,                0.89148,                 0.9929,                0.98043,                 0.9822,                0.95393,                0.28613,                0.24682,                0.83918,              3.307e-05,              3.307e-05,              3.307e-05
                    488,                0.42269,                0.32929,                0.87639,                0.99244,                 0.9806,                0.98223,                0.95464,                0.28552,                0.24661,                0.83918,             3.1421e-05,             3.1421e-05,             3.1421e-05
                    489,                0.43063,                0.34193,                0.90003,                0.99259,                0.98021,                0.98224,                0.95504,                0.28511,                0.24555,                0.83948,             2.9771e-05,             2.9771e-05,             2.9771e-05
                    490,                0.42202,                0.33356,                 0.8922,                0.99271,                0.98003,                0.98218,                0.95464,                0.28688,                0.24593,                0.84014,             2.8122e-05,             2.8122e-05,             2.8122e-05
                    491,                0.38957,                0.32792,                0.85831,                 0.9923,                0.97906,                0.98211,                0.95347,                0.29025,                0.24687,                0.83922,             2.6473e-05,             2.6473e-05,             2.6473e-05
                    492,                0.38851,                0.32073,                0.86203,                0.99054,                0.98051,                0.98193,                0.95196,                0.29195,                0.25008,                0.83775,             2.4823e-05,             2.4823e-05,             2.4823e-05
                    493,                0.37943,                0.31967,                0.85468,                 0.9906,                0.98028,                0.98179,                0.95091,                0.29201,                0.25231,                0.83672,             2.3174e-05,             2.3174e-05,             2.3174e-05
                    494,                0.36098,                0.30645,                0.85235,                0.99053,                0.98015,                0.98176,                0.95044,                0.29313,                0.25421,                0.83644,             2.1525e-05,             2.1525e-05,             2.1525e-05
                    495,                0.35632,                0.30293,                0.84253,                0.99078,                0.97976,                0.98177,                0.95007,                0.29473,                0.25485,                0.83653,             1.9875e-05,             1.9875e-05,             1.9875e-05
                    496,                0.38363,                0.30939,                0.84775,                0.99128,                0.97877,                0.98178,                0.94955,                0.29773,                0.25489,                0.83646,             1.8226e-05,             1.8226e-05,             1.8226e-05
                    497,                 0.3654,                0.29823,                0.84579,                0.99133,                0.97861,                0.98179,                0.94966,                0.29946,                0.25473,                 0.8364,             1.6577e-05,             1.6577e-05,             1.6577e-05
                    498,                0.36502,                0.30501,                0.86664,                0.99107,                0.97893,                0.98181,                0.94843,                0.30184,                0.25407,                0.83669,             1.4927e-05,             1.4927e-05,             1.4927e-05
                    499,                0.35279,                0.29927,                0.85023,                0.99072,                0.98014,                0.98177,                0.94753,                0.30458,                0.25401,                0.83703,             1.3278e-05,             1.3278e-05,             1.3278e-05
                    500,                0.36302,                 0.2918,                 0.8502,                0.99225,                 0.9806,                0.98175,                0.94728,                0.30292,                0.25369,                0.83705,             1.1629e-05,             1.1629e-05,             1.1629e-05
